# Time-averaged data for fix myat1
# TimeStep v_kenergy v_penergy v_pres v_tempera v_dense v_entha
4260 9.72553 -257.884 -2232.75 302.169 0.896305 -262.997
4270 9.81383 -257.73 -2181.11 304.912 0.896305 -262.412
4280 9.84915 -257.908 -2243.05 306.009 0.896305 -262.966
4290 9.95859 -258.066 -2298.06 309.41 0.896305 -263.38
4300 10.0148 -258.06 -2305.86 311.157 0.896305 -263.369
4310 10.2782 -257.874 -2228.28 319.339 0.896305 -262.405
4320 10.0499 -257.682 -2192.65 312.248 0.896305 -262.204
4330 10.3907 -257.628 -2155.71 322.835 0.896305 -261.564
4340 10.3775 -257.609 -2159.59 322.424 0.896305 -261.584
4350 10.5534 -257.61 -2139.15 327.891 0.896305 -261.273
4360 10.1589 -257.581 -2174.29 315.633 0.896305 -261.873
4370 10.3841 -257.489 -2078.54 322.629 0.896305 -260.919
4380 10.6917 -257.348 -1959.44 332.188 0.896305 -259.679
4390 10.5962 -257.201 -1908.61 329.219 0.896305 -259.289
4400 10.3035 -257.334 -1973.55 320.125 0.896305 -260.147
4410 10.5101 -257.768 -2085.38 326.544 0.896305 -261.117
4420 10.8413 -258.073 -2158.66 336.836 0.896305 -261.578
4430 10.6679 -258.057 -2214.56 331.448 0.896305 -262.107
4440 10.4677 -257.807 -2201.77 325.227 0.896305 -261.972
4450 10.2696 -257.647 -2194.4 319.072 0.896305 -261.961
4460 10.4115 -257.792 -2242.3 323.483 0.896305 -262.283
4470 10.579 -258.095 -2283.91 328.686 0.896305 -262.695
4480 10.6366 -258.122 -2238.8 330.475 0.896305 -262.364
4490 10.4839 -257.799 -2141.65 325.731 0.896305 -261.548
4500 9.74718 -257.306 -2060.77 302.841 0.896305 -261.255
4510 9.80001 -257.216 -2034.33 304.483 0.896305 -260.936
4520 10.094 -257.611 -2133.3 313.616 0.896305 -261.695
4530 10.3417 -258.09 -2217.92 321.312 0.896305 -262.489
4540 10.7965 -258.311 -2168.66 335.443 0.896305 -261.927
4550 10.6346 -258.23 -2071.32 330.412 0.896305 -261.362
4560 10.3785 -258.06 -2013.12 322.456 0.896305 -261.06
4570 10.1915 -257.85 -1945.41 316.645 0.896305 -260.588
4580 10.4485 -257.816 -1900.19 324.631 0.896305 -259.997
4590 10.5444 -258.066 -1995.12 327.61 0.896305 -260.781
4600 10.4259 -258.253 -2096.23 323.929 0.896305 -261.758
4610 10.4001 -258.237 -2144.69 323.126 0.896305 -262.091
4620 10.6696 -258.196 -2122.98 331.5 0.896305 -261.636
4630 10.8096 -258.308 -2133.64 335.852 0.896305 -261.679
4640 10.6258 -258.251 -2130.39 330.138 0.896305 -261.784
4650 10.4601 -257.844 -1986.75 324.992 0.896305 -260.588
4660 10.4006 -257.45 -1863.09 323.141 0.896305 -259.431
4670 9.72626 -257.239 -1896.05 302.191 0.896305 -260.113
4680 9.98263 -257.174 -1871.75 310.157 0.896305 -259.631
4690 10.4118 -257.22 -1856.27 323.49 0.896305 -259.145
4700 10.3713 -257.316 -1902.93 322.232 0.896305 -259.592
4710 10.6516 -257.498 -1888.19 330.94 0.896305 -259.396
4720 10.3945 -257.793 -1995.53 322.953 0.896305 -260.661
4730 11.2749 -257.929 -1953.28 350.306 0.896305 -259.636
4740 10.774 -257.706 -1949.3 334.743 0.896305 -259.887
4750 10.8419 -257.629 -1944.29 336.853 0.896305 -259.708
4760 10.9102 -257.985 -2123.83 338.977 0.896305 -261.19
4770 10.7982 -258.239 -2276.08 335.497 0.896305 -262.567
4780 10.8923 -258.089 -2252.02 338.42 0.896305 -262.164
4790 10.2512 -257.674 -2202.91 318.501 0.896305 -262.063
4800 10.2309 -257.419 -2138.18 317.87 0.896305 -261.398
4810 10.113 -257.468 -2158.19 314.207 0.896305 -261.698
4820 10.4095 -257.684 -2172.09 323.418 0.896305 -261.71
4830 10.3628 -257.834 -2217.65 321.969 0.896305 -262.209
4840 10.1943 -257.8 -2230.45 316.734 0.896305 -262.429
4850 10.1528 -257.766 -2222.93 315.442 0.896305 -262.386
4860 10.5431 -257.89 -2196.72 327.571 0.896305 -261.947
4870 10.7246 -258.165 -2193.88 333.211 0.896305 -262.021
4880 10.379 -258.376 -2223.02 322.47 0.896305 -262.771
4890 10.1586 -258.367 -2184.59 315.624 0.896305 -262.728
4900 9.84284 -258.163 -2101.74 305.813 0.896305 -262.288
4910 10.5438 -258.049 -1988.34 327.592 0.896305 -260.719
4920 10.2665 -257.956 -1967.99 318.975 0.896305 -260.769
4930 10.5215 -257.837 -1910.06 326.898 0.896305 -260.01
4940 10.649 -257.646 -1869.68 330.859 0.896305 -259.422
4950 10.6268 -257.273 -1780.43 330.171 0.896305 -258.479
4960 10.1503 -256.87 -1727.07 315.368 0.896305 -258.198
4970 9.94569 -256.695 -1735.28 309.009 0.896305 -258.282
4980 9.80625 -256.876 -1844.5 304.677 0.896305 -259.328
4990 10.5739 -257.325 -1917.05 328.527 0.896305 -259.491
5000 10.2681 -257.689 -2094.7 319.025 0.896305 -261.342
5010 9.79103 -257.945 -2231.34 304.204 0.896305 -262.983
5020 9.44635 -258.128 -2331.2 293.495 0.896305 -264.175
5030 9.62892 -258.19 -2304.73 299.167 0.896305 -263.878
5040 10.3082 -258.202 -2197.99 320.272 0.896305 -262.502
5050 10.4258 -258.248 -2145.69 323.927 0.896305 -262.082
5060 10.3237 -258.199 -2087.56 320.753 0.896305 -261.749
5070 10.5192 -257.994 -1947.17 326.828 0.896305 -260.415
5080 10.4439 -257.823 -1909.23 324.488 0.896305 -260.068
5090 10.779 -257.865 -1908.31 334.899 0.896305 -259.769
5100 11.0217 -258.06 -1960.64 342.442 0.896305 -260.069
5110 11.258 -258.119 -1989.66 349.781 0.896305 -260.084
5120 10.9412 -257.917 -1977.58 339.939 0.896305 -260.119
5130 10.4699 -257.529 -1917.63 325.296 0.896305 -259.804
5140 10.4884 -257.175 -1820.53 325.87 0.896305 -258.786
5150 9.91447 -257.029 -1818.45 308.039 0.896305 -259.199
5160 10.2767 -257.19 -1796.82 319.292 0.896305 -258.855
5170 10.5179 -257.623 -1888.73 326.787 0.896305 -259.658
5180 11.405 -258.077 -1934.55 354.348 0.896305 -259.529
5190 11.5341 -258.126 -1927.1 358.36 0.896305 -259.4
5200 11.7389 -257.846 -1819.79 364.723 0.896305 -258.201
5210 10.9845 -257.438 -1809.49 341.285 0.896305 -258.479
5220 10.0448 -257.094 -1827.45 312.088 0.896305 -259.194
5230 10.102 -256.991 -1819.9 313.865 0.896305 -258.984
5240 10.4472 -257.1 -1835.71 324.592 0.896305 -258.853
5250 10.8285 -257.237 -1865.36 336.438 0.896305 -258.806
5260 10.7801 -257.28 -1833.12 334.933 0.896305 -258.682
5270 11.5946 -257.383 -1748.5 360.239 0.896305 -257.409
5280 11.5955 -257.338 -1671.91 360.268 0.896305 -256.854
5290 11.0255 -257.051 -1571.71 342.558 0.896305 -256.471
5300 10.9366 -256.84 -1476.92 339.796 0.896305 -255.719
5310 11.0746 -256.918 -1500.22 344.082 0.896305 -255.814
5320 11.2116 -257.115 -1569.79 348.34 0.896305 -256.336
5330 11.501 -257.319 -1593.61 357.33 0.896305 -256.409
5340 11 -257.565 -1751.33 341.767 0.896305 -258.204
5350 11.4819 -257.763 -1774.37 356.739 0.896305 -258.073
5360 11.2098 -257.627 -1746.03 348.284 0.896305 -258.022
5370 11.4293 -257.465 -1668.64 355.104 0.896305 -257.126
5380 11.7299 -257.483 -1633.68 364.444 0.896305 -256.61
5390 11.2341 -257.501 -1689.17 349.041 0.896305 -257.493
5400 10.6588 -257.495 -1729.75 331.166 0.896305 -258.332
5410 10.5768 -257.704 -1825.02 328.618 0.896305 -259.256
5420 11.4909 -258.16 -1895.99 357.018 0.896305 -259.269
5430 12.0269 -258.375 -1893.09 373.671 0.896305 -258.93
5440 12.077 -258.122 -1840 375.229 0.896305 -258.273
5450 11.3789 -257.814 -1857.27 353.538 0.896305 -258.778
5460 11.1942 -257.636 -1868.03 347.801 0.896305 -258.857
5470 10.5198 -257.417 -1923.79 326.845 0.896305 -259.683
5480 10.5857 -257.16 -1861.37 328.893 0.896305 -258.945
5490 10.1716 -257.085 -1893.53 316.028 0.896305 -259.497
5500 10.8983 -257.249 -1895.4 338.607 0.896305 -258.948
5510 10.7359 -257.404 -1977.51 333.562 0.896305 -259.81
5520 10.5102 -257.309 -1977.23 326.548 0.896305 -259.94
5530 10.1177 -257.058 -1924.81 314.352 0.896305 -259.732
5540 10.5924 -257.187 -1925.7 329.102 0.896305 -259.393
5550 11.1626 -257.637 -2012.3 346.819 0.896305 -259.848
5560 10.8912 -257.921 -2099.42 338.384 0.896305 -260.982
5570 11.3976 -257.842 -2006.53 354.118 0.896305 -259.78
5580 10.984 -257.568 -1909.63 341.27 0.896305 -259.276
5590 10.5555 -257.398 -1866.56 327.956 0.896305 -259.247
5600 10.6517 -257.313 -1804.1 330.944 0.896305 -258.652
5610 10.6007 -257.46 -1827 329.361 0.896305 -259.002
5620 10.9496 -257.665 -1834.67 340.199 0.896305 -258.909
5630 10.5157 -257.697 -1906.01 326.718 0.896305 -259.849
5640 10.0985 -257.719 -1968.34 313.757 0.896305 -260.702
5650 10.4511 -257.866 -1964.73 324.711 0.896305 -260.473
5660 10.4689 -258.159 -2052.62 325.263 0.896305 -261.332
5670 10.4585 -258.426 -2159.08 324.941 0.896305 -262.317
5680 10.7488 -258.504 -2129.97 333.962 0.896305 -261.911
5690 10.5979 -258.417 -2090.08 329.272 0.896305 -261.71
5700 10.6856 -258.378 -2100.11 331.999 0.896305 -261.65
5710 10.3303 -258.376 -2165.48 320.957 0.896305 -262.437
5720 10.379 -258.394 -2193.49 322.471 0.896305 -262.593
5730 10.2028 -258.357 -2241.8 316.996 0.896305 -263.053
5740 10.4149 -258.264 -2217.67 323.588 0.896305 -262.587
5750 10.2207 -258.155 -2278.21 317.554 0.896305 -263.075
5760 9.95693 -258.03 -2298.56 309.358 0.896305 -263.35
5770 9.98913 -257.876 -2252.71 310.359 0.896305 -262.859
5780 9.68842 -257.641 -2168.03 301.015 0.896305 -262.361
5790 10.0725 -257.543 -2048.93 312.95 0.896305 -261.087
5800 10.3706 -257.872 -2065.88 322.211 0.896305 -261.231
5810 10.6467 -258.213 -2072.46 330.789 0.896305 -261.34
5820 10.7159 -258.206 -1974.39 332.939 0.896305 -260.612
5830 10.0932 -258.036 -1930.59 313.592 0.896305 -260.774
5840 9.73435 -258.066 -1996.33 302.443 0.896305 -261.6
5850 9.9881 -258.26 -2075.26 310.326 0.896305 -262.064
5860 10.2247 -258.283 -2109.71 317.679 0.896305 -262.079
5870 10.1671 -258.357 -2201.31 315.889 0.896305 -262.82
5880 10.1209 -258.639 -2262.11 314.453 0.896305 -263.552
5890 10.7581 -258.998 -2249.66 334.251 0.896305 -263.191
5900 10.8092 -259.126 -2194.45 335.839 0.896305 -262.901
5910 10.7785 -258.837 -2050.11 334.882 0.896305 -261.684
5920 10.2803 -258.467 -2027.88 319.404 0.896305 -261.664
5930 10.1159 -258.401 -2093.34 314.296 0.896305 -262.198
5940 10.3594 -258.402 -2142.75 321.862 0.896305 -262.283
5950 9.83921 -258.233 -2172.44 305.701 0.896305 -262.832
5960 10.0435 -258.016 -2122.2 312.047 0.896305 -262.077
5970 9.94165 -257.805 -2084.62 308.883 0.896305 -261.717
5980 9.46506 -257.716 -2049.76 294.076 0.896305 -261.873
5990 10.0764 -257.807 -1982.68 313.071 0.896305 -260.908
6000 9.65259 -257.96 -2043.58 299.902 0.896305 -261.889
6010 9.7884 -258.184 -2050.06 304.122 0.896305 -262.021
6020 9.98172 -258.45 -2110.31 310.128 0.896305 -262.493
6030 9.92146 -258.496 -2151.95 308.256 0.896305 -262.876
6040 10.2297 -258.285 -2087.73 317.833 0.896305 -261.93
6050 10.4224 -258.004 -2024.2 323.819 0.896305 -261.034
6060 9.88594 -257.754 -2042.86 307.152 0.896305 -261.445
6070 10.2953 -257.614 -1989.97 319.87 0.896305 -260.544
6080 10.7266 -257.563 -1965.67 333.272 0.896305 -259.9
6090 11.2281 -257.648 -1965.19 348.854 0.896305 -259.48
6100 11.1382 -257.695 -1990.96 346.06 0.896305 -259.788
6110 10.5588 -257.587 -2065.15 328.059 0.896305 -260.753
6120 10.1195 -257.241 -2047.84 314.41 0.896305 -260.731
6130 9.4305 -256.784 -1984.19 293.002 0.896305 -260.54
6140 9.385 -256.555 -1919.34 291.589 0.896305 -259.926
6150 10.3587 -256.684 -1835.34 321.842 0.896305 -258.523
6160 10.0626 -256.828 -1902.4 312.642 0.896305 -259.408
6170 9.94186 -256.87 -1918.53 308.89 0.896305 -259.679
6180 9.75154 -256.975 -1951.49 302.977 0.896305 -260.193
6190 10.3349 -257.242 -1957.66 321.1 0.896305 -259.918
6200 10.9188 -257.549 -1989.91 339.244 0.896305 -259.855
6210 11.1074 -257.679 -2014.17 345.103 0.896305 -259.957
6220 10.8877 -257.538 -1973.29 338.277 0.896305 -259.764
6230 10.6458 -257.445 -1957.29 330.76 0.896305 -259.808
6240 10.2833 -257.525 -2042.28 319.497 0.896305 -260.814
6250 10.6296 -257.696 -2066.99 330.258 0.896305 -260.803
6260 10.3509 -257.685 -2079.93 321.598 0.896305 -261.157
6270 10.3874 -257.447 -2030.53 322.731 0.896305 -260.554
6280 10.286 -257.209 -1952.66 319.584 0.896305 -259.9
6290 10.2449 -257.323 -1992.71 318.306 0.896305 -260.321
6300 10.9481 -257.801 -2072.17 340.154 0.896305 -260.624
6310 10.6641 -257.977 -2081.58 331.328 0.896305 -261.147
6320 10.411 -257.801 -1946.77 323.467 0.896305 -260.328
6330 10.1957 -257.743 -1877.01 316.777 0.896305 -260.022
6340 10.7175 -258.08 -1898.14 332.989 0.896305 -259.977
6350 11.2924 -258.581 -1962.89 350.851 0.896305 -260.334
6360 11.5396 -258.751 -1982.25 358.53 0.896305 -260.385
6370 11.1527 -258.539 -1991.55 346.511 0.896305 -260.622
6380 11.0876 -258.139 -1919.49 344.487 0.896305 -259.809
6390 10.499 -257.847 -1942.41 326.201 0.896305 -260.257
6400 10.0577 -257.8 -1991.14 312.49 0.896305 -260.975
6410 10.4201 -257.865 -1985.72 323.75 0.896305 -260.642
6420 10.2514 -257.802 -2021.56 318.507 0.896305 -260.985
6430 10.2017 -257.618 -1974.63 316.964 0.896305 -260.54
6440 10.4088 -257.453 -1910.66 323.398 0.896305 -259.742
6450 10.426 -257.418 -1860.68 323.932 0.896305 -259.357
6460 10.6279 -257.285 -1767.7 330.205 0.896305 -258.405
6470 10.8103 -257.018 -1660.53 335.87 0.896305 -257.243
6480 10.5209 -257.1 -1725.23 326.881 0.896305 -258.045
6490 11.3907 -257.529 -1778.59 353.905 0.896305 -257.959
6500 11.7708 -257.711 -1835.5 365.713 0.896305 -258.139
6510 11.4603 -257.689 -1834.79 356.067 0.896305 -258.422
6520 11.4483 -257.553 -1796.12 355.695 0.896305 -258.042
6530 10.9274 -257.287 -1745.02 339.509 0.896305 -257.957
6540 10.0971 -256.967 -1680.58 313.714 0.896305 -258.039
6550 10.1438 -256.959 -1652 315.165 0.896305 -257.795
6560 10.071 -257.142 -1724.74 312.902 0.896305 -258.533
6570 10.4009 -257.143 -1682.24 323.152 0.896305 -257.923
6580 10.4249 -257.12 -1709.74 323.896 0.896305 -258.058
6590 10.3576 -257.354 -1850.49 321.808 0.896305 -259.295
6600 11.1689 -257.758 -1982.12 347.014 0.896305 -259.763
6610 11.1266 -258.014 -2135.9 345.701 0.896305 -261.083
6620 11.1099 -258.018 -2163.54 345.181 0.896305 -261.287
6630 10.5738 -257.87 -2179.94 328.524 0.896305 -261.784
6640 10.9006 -257.733 -2083.59 338.678 0.896305 -260.68
6650 10.5317 -257.675 -2061.25 327.216 0.896305 -260.842
6660 10.1522 -257.598 -2023.6 315.425 0.896305 -260.895
6670 10.1352 -257.54 -1946.12 314.898 0.896305 -260.338
6680 10.421 -257.639 -1895.4 323.776 0.896305 -259.815
6690 10.5329 -257.855 -1915.45 327.253 0.896305 -260.052
6700 9.84188 -258.173 -2047.84 305.784 0.896305 -261.941
6710 10.1163 -258.6 -2079.9 314.308 0.896305 -262.307
6720 10.251 -258.889 -2150.06 318.495 0.896305 -262.927
6730 10.2479 -258.994 -2231.33 318.399 0.896305 -263.576
6740 9.96628 -258.902 -2247.31 309.649 0.896305 -263.871
6750 9.63129 -258.728 -2269.88 299.241 0.896305 -264.182
6760 9.56494 -258.431 -2243.89 297.179 0.896305 -263.779
6770 9.09602 -258.126 -2200.59 282.61 0.896305 -263.655
6780 9.49537 -258.151 -2226.46 295.018 0.896305 -263.452
6790 10.1772 -258.309 -2241.18 316.203 0.896305 -263.027
6800 10.5474 -258.29 -2209.86 327.704 0.896305 -262.43
6810 11.1379 -258.197 -2156.27 346.051 0.896305 -261.39
6820 10.7498 -258.07 -2141.24 333.992 0.896305 -261.55
6830 10.6282 -257.872 -2040.71 330.214 0.896305 -260.806
6840 9.9496 -257.618 -1959.04 309.13 0.896305 -260.688
6850 10.1087 -257.552 -1892.34 314.075 0.896305 -260.019
6860 10.6275 -257.645 -1846.76 330.193 0.896305 -259.29
6870 10.3296 -257.577 -1854.85 320.937 0.896305 -259.575
6880 10.0559 -257.392 -1807.24 312.433 0.896305 -259.346
6890 10.1428 -257.273 -1770.51 315.133 0.896305 -258.897
6900 10.0702 -257.38 -1802.71 312.878 0.896305 -259.29
6910 10.1952 -257.713 -1889.85 316.76 0.896305 -260.078
6920 10.4907 -258.077 -1956.82 325.944 0.896305 -260.591
6930 10.7388 -258.216 -1935.14 333.649 0.896305 -260.338
6940 11.2049 -258.313 -1946.26 348.132 0.896305 -260.043
6950 10.861 -258.439 -2049.02 337.446 0.896305 -261.196
6960 11.0231 -258.403 -2029.76 342.484 0.896305 -260.87
6970 10.5706 -258.156 -2009.84 328.426 0.896305 -260.942
6980 10.2632 -257.914 -2015.97 318.875 0.896305 -261.049
6990 10.0909 -257.76 -2023.27 313.521 0.896305 -261.116
7000 9.61784 -257.618 -2028.17 298.823 0.896305 -261.48
7010 9.45288 -257.537 -1976.65 293.698 0.896305 -261.221
7020 10.0272 -257.529 -1868 311.541 0.896305 -259.917
7030 10.4612 -257.482 -1803.64 325.027 0.896305 -259.007
7040 10.1914 -257.324 -1770.97 316.643 0.896305 -258.902
7050 10.4296 -257.285 -1730.82 324.043 0.896305 -258.359
7060 10.4264 -257.469 -1815.72 323.945 0.896305 -259.109
7070 10.7761 -257.707 -1847.92 334.81 0.896305 -259.212
7080 10.6646 -257.789 -1895.25 331.344 0.896305 -259.72
7090 10.7116 -257.753 -1899.49 332.806 0.896305 -259.665
7100 10.7064 -257.72 -1895.37 332.644 0.896305 -259.61
7110 10.8897 -257.771 -1885.69 338.338 0.896305 -259.413
7120 11.2463 -257.872 -1898.83 349.417 0.896305 -259.245
7130 11.8103 -257.836 -1868.74 366.941 0.896305 -258.446
7140 11.2324 -257.632 -1941.6 348.987 0.896305 -259.303
7150 11.0237 -257.459 -1921.22 342.501 0.896305 -259.203
7160 10.7084 -257.413 -1968.51 332.706 0.896305 -259.787
7170 10.5863 -257.342 -1953.1 328.912 0.896305 -259.735
7180 10.1961 -257.072 -1879.67 316.791 0.896305 -259.368
7190 10.8168 -256.916 -1789.1 336.074 0.896305 -257.99
7200 10.5232 -257.002 -1852.99 326.951 0.896305 -258.794
7210 10.5542 -257.451 -2014.26 327.915 0.896305 -260.284
7220 11.3076 -258.093 -2156.27 351.322 0.896305 -261.116
7230 11.1483 -258.52 -2265.44 346.374 0.896305 -262.428
7240 10.8291 -258.607 -2295.88 336.455 0.896305 -263.037
7250 10.4302 -258.494 -2293.95 324.061 0.896305 -263.31
7260 10.2114 -258.198 -2222.5 317.265 0.896305 -262.757
7270 9.62867 -257.787 -2119.91 299.159 0.896305 -262.247
7280 9.55858 -257.672 -2115.28 296.982 0.896305 -262.172
7290 10.4126 -257.943 -2133.32 323.515 0.896305 -261.708
7300 10.2567 -258.055 -2204.97 318.672 0.896305 -262.452
7310 10.1502 -257.896 -2181.54 315.362 0.896305 -262.244
7320 9.99533 -257.668 -2133.7 310.551 0.896305 -261.853
7330 10.1565 -257.454 -2071.24 315.56 0.896305 -261.063
7340 10.3214 -257.223 -1922.43 320.683 0.896305 -259.678
7350 9.7541 -257.213 -1954.13 303.056 0.896305 -260.446
7360 10.3401 -257.504 -1993.71 321.264 0.896305 -260.414
7370 10.585 -257.741 -2055.62 328.873 0.896305 -260.818
7380 11.2038 -257.809 -2049.23 348.099 0.896305 -260.224
7390 11.2839 -257.598 -1968.75 350.586 0.896305 -259.398
7400 10.5326 -257.233 -1939.31 327.244 0.896305 -259.589
7410 10.3902 -256.983 -1837.92 322.818 0.896305 -258.807
7420 9.73563 -256.958 -1850.68 302.482 0.896305 -259.522
7430 10.1694 -257.196 -1827.19 315.959 0.896305 -259.17
7440 10.6393 -257.665 -1876.97 330.559 0.896305 -259.5
7450 12.1084 -258.145 -1856.89 376.202 0.896305 -258.378
7460 11.8645 -258.308 -1947.19 368.624 0.896305 -259.384
7470 11.3608 -258.155 -1966.78 352.976 0.896305 -259.866
7480 10.7921 -257.905 -1959 335.305 0.896305 -260.132
7490 10.2414 -257.829 -2023.83 318.196 0.896305 -261.038
7500 10.7522 -257.949 -2055.06 334.068 0.896305 -260.855
7510 10.5029 -258.047 -2123.11 326.322 0.896305 -261.654
7520 10.2059 -258.063 -2154.76 317.094 0.896305 -262.178
7530 10.5199 -258.01 -2077.51 326.848 0.896305 -261.297
7540 10.6792 -257.871 -2013.94 331.8 0.896305 -260.577
7550 10.5951 -257.589 -1951.67 329.186 0.896305 -259.965
7560 10.6485 -257.193 -1824.79 330.845 0.896305 -258.672
7570 10.377 -256.815 -1693.74 322.409 0.896305 -257.694
7580 10.3044 -256.877 -1672.58 320.153 0.896305 -257.688
7590 10.6278 -257.437 -1782.57 330.201 0.896305 -258.656
7600 11.0364 -257.93 -1857.33 342.898 0.896305 -259.237
7610 11.9044 -257.94 -1731.7 369.866 0.896305 -257.545
7620 11.0023 -257.57 -1681.79 341.838 0.896305 -257.745
7630 10.8123 -257.306 -1625.3 335.935 0.896305 -257.296
7640 11.2162 -257.301 -1582.56 348.484 0.896305 -256.602
7650 11.2338 -257.42 -1656.19 349.03 0.896305 -257.193
7660 11.2033 -257.613 -1750.13 348.083 0.896305 -258.041
7670 11.3725 -257.816 -1843.39 353.339 0.896305 -258.695
7680 11.0652 -257.783 -1915.16 343.792 0.896305 -259.446
7690 10.8534 -257.38 -1873.53 337.21 0.896305 -258.978
7700 10.5919 -256.922 -1810.54 329.086 0.896305 -258.363
7710 10.5072 -256.837 -1764.43 326.454 0.896305 -258.056
7720 10.3883 -257.161 -1825.56 322.761 0.896305 -258.905
7730 10.3026 -257.495 -1890.51 320.099 0.896305 -259.757
7740 10.3134 -257.618 -1859.07 320.435 0.896305 -259.66
7750 10.7134 -257.573 -1812.31 332.861 0.896305 -258.904
7760 10.2077 -257.573 -1878.24 317.15 0.896305 -259.848
7770 10.8673 -257.801 -1876.74 337.643 0.896305 -259.406
7780 11.4264 -258.073 -1912.35 355.013 0.896305 -259.356
7790 11.1582 -257.972 -1910.76 346.681 0.896305 -259.513
7800 10.7711 -257.403 -1754.6 334.653 0.896305 -258.293
7810 10.5939 -256.877 -1627.67 329.148 0.896305 -257.101
7820 10.5146 -256.849 -1658.73 326.683 0.896305 -257.358
7830 10.8288 -257.125 -1733.3 336.445 0.896305 -257.816
7840 10.8521 -257.288 -1772.17 337.171 0.896305 -258.213
7850 10.497 -257.311 -1824.09 326.137 0.896305 -258.937
7860 10.463 -257.252 -1820.42 325.082 0.896305 -258.887
7870 10.2499 -257.221 -1811.36 318.461 0.896305 -259.009
7880 10.1975 -257.283 -1800.5 316.832 0.896305 -259.051
7890 10.126 -257.366 -1840.98 314.612 0.896305 -259.476
7900 11.0757 -257.495 -1782.59 344.117 0.896305 -258.266
7910 11.0713 -257.579 -1829.29 343.982 0.896305 -258.665
7920 10.6602 -257.451 -1822.71 331.208 0.896305 -258.905
7930 10.3314 -257.226 -1791.12 320.992 0.896305 -258.799
7940 10.7139 -257.046 -1715.28 332.877 0.896305 -257.732
7950 10.375 -256.899 -1721.32 322.348 0.896305 -257.964
7960 10.1588 -256.926 -1774.4 315.63 0.896305 -258.56
7970 10.0737 -257.074 -1809.12 312.986 0.896305 -259.024
7980 10.415 -257.459 -1863.24 323.59 0.896305 -259.427
7990 10.6314 -257.88 -2016.27 330.313 0.896305 -260.648
8000 11.0253 -258.041 -2002.23 342.553 0.896305 -260.322
